age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
29,0,non-travel,sales,2,3,life sciences,4,male,3,2,sales executive,3,married,4649,1,no,14,3,1,1,4,3,2,4,3,0,2
42,0,travel_rarely,human resources,2,1,technical degree,3,male,3,1,human resources,3,divorced,2696,0,yes,11,3,3,1,4,5,3,3,2,1,0
32,0,travel_rarely,research & development,2,3,medical,3,female,3,1,laboratory technician,2,married,2370,1,no,13,3,3,1,8,4,3,8,0,0,7
48,0,travel_rarely,sales,29,1,medical,1,female,3,3,manager,3,married,12504,3,no,21,4,2,1,15,3,1,0,0,0,0
37,0,travel_rarely,research & development,6,3,medical,3,male,4,2,research scientist,1,divorced,5974,4,yes,13,3,1,2,13,2,3,7,7,6,7
30,0,non-travel,sales,25,2,technical degree,4,female,3,2,sales executive,3,married,4736,7,yes,12,3,2,1,4,2,4,2,2,2,2
26,0,travel_rarely,sales,1,3,life sciences,3,male,3,2,sales executive,3,married,5296,1,no,17,3,2,1,8,3,3,8,7,7,7
42,0,travel_rarely,research & development,2,4,other,1,male,2,2,healthcare representative,4,single,6781,3,no,23,4,2,0,14,6,3,1,0,0,0
21,1,travel_frequently,sales,1,1,technical degree,1,female,2,1,sales representative,2,single,2174,1,yes,11,3,3,0,3,3,3,3,2,1,2
36,0,non-travel,sales,1,5,medical,4,female,3,2,sales executive,4,single,6653,4,no,15,3,2,0,7,6,3,1,0,0,0
36,0,travel_frequently,sales,3,4,medical,1,male,2,3,sales executive,4,married,9699,4,no,11,3,1,1,16,2,3,13,9,1,12
57,0,travel_rarely,research & development,1,4,medical,4,male,3,2,healthcare representative,3,married,6755,2,no,11,3,3,0,15,2,3,3,2,1,2
40,0,travel_rarely,research & development,10,4,life sciences,4,female,4,1,laboratory technician,3,married,2213,3,yes,13,3,3,1,10,3,3,7,7,1,7
21,0,non-travel,sales,9,2,medical,1,male,3,1,sales representative,4,single,2610,1,no,24,4,3,0,3,3,2,3,2,2,2
33,1,travel_rarely,sales,5,3,marketing,4,female,3,1,sales representative,3,single,2851,1,yes,13,3,2,0,1,2,3,1,0,0,0
37,0,travel_rarely,research & development,10,3,medical,3,female,3,1,laboratory technician,1,married,3452,6,no,20,4,2,1,17,3,3,5,4,0,3
46,0,non-travel,research & development,7,4,medical,3,female,3,2,manufacturing director,3,married,5258,2,no,14,3,3,0,7,2,4,1,0,0,0
41,1,travel_frequently,sales,4,3,marketing,1,male,3,2,sales executive,2,single,9355,1,no,18,3,3,0,8,5,3,8,7,7,7
50,0,travel_rarely,research & development,10,3,technical degree,4,male,2,3,healthcare representative,4,single,10496,6,no,15,3,4,0,20,2,3,4,3,1,3
40,1,travel_rarely,sales,22,2,marketing,3,male,2,2,sales executive,3,married,6380,2,yes,12,3,1,2,8,6,3,6,4,1,0
31,0,travel_rarely,research & development,9,4,life sciences,3,male,2,1,research scientist,2,single,2657,0,yes,16,3,4,0,3,5,3,2,2,2,2
21,1,travel_rarely,sales,12,3,life sciences,3,female,4,1,sales representative,2,single,2716,1,no,15,3,4,0,1,0,3,1,0,0,0
29,0,travel_rarely,research & development,23,3,life sciences,4,male,3,1,research scientist,4,single,2201,9,no,16,3,4,0,6,4,3,3,2,1,2
35,0,travel_rarely,research & development,9,4,life sciences,3,male,2,2,healthcare representative,2,single,6540,9,no,19,3,3,0,10,5,3,1,1,0,0
27,0,travel_rarely,research & development,1,2,medical,4,male,3,1,laboratory technician,2,divorced,3816,1,no,11,3,2,1,5,2,3,5,2,0,4
28,0,travel_rarely,sales,9,4,life sciences,2,male,3,2,sales executive,4,single,5253,1,no,16,3,4,0,7,1,3,7,5,0,7
49,0,travel_rarely,research & development,7,3,other,2,male,2,3,healthcare representative,3,single,10965,8,no,24,4,3,0,26,2,3,5,2,0,0
51,0,travel_rarely,sales,14,2,life sciences,3,female,3,2,sales executive,4,married,4936,4,no,11,3,3,1,18,2,2,7,7,0,7
36,0,travel_rarely,research & development,2,3,life sciences,4,female,3,1,research scientist,3,married,2543,4,no,13,3,2,1,6,3,3,2,2,2,2
34,1,non-travel,sales,19,3,marketing,1,male,4,2,sales executive,4,single,5304,8,yes,13,3,2,0,9,3,2,5,2,0,4
55,0,travel_rarely,research & development,2,3,life sciences,3,female,3,4,manager,4,single,16659,2,yes,13,3,3,0,30,2,3,5,4,1,2
24,0,travel_rarely,sales,10,4,marketing,4,female,3,2,sales executive,3,divorced,4260,1,yes,12,3,4,1,5,2,4,5,2,0,3
30,0,travel_rarely,sales,2,1,technical degree,3,male,3,1,sales representative,2,married,2476,1,no,18,3,1,1,1,3,3,1,0,0,0
26,1,travel_frequently,research & development,3,1,technical degree,3,male,3,1,research scientist,1,single,3102,0,no,22,4,3,0,7,2,3,6,4,0,4
22,0,travel_rarely,research & development,11,3,medical,1,female,3,1,research scientist,2,married,2244,1,no,13,3,4,1,2,1,3,2,1,1,2
36,0,travel_rarely,sales,2,2,medical,2,male,2,3,sales executive,3,married,7596,1,no,13,3,2,2,10,2,3,10,9,9,0
30,1,travel_frequently,research & development,4,3,technical degree,3,male,3,1,research scientist,4,single,2285,9,yes,23,4,3,0,3,4,3,1,0,0,0
37,0,travel_rarely,research & development,14,3,life sciences,4,female,3,1,laboratory technician,1,divorced,3034,1,no,12,3,3,1,18,2,2,18,7,12,17
40,0,travel_rarely,sales,2,2,marketing,4,female,3,2,sales executive,2,divorced,5715,7,no,12,3,3,2,8,5,3,5,4,1,3
42,0,travel_rarely,research & development,1,4,life sciences,2,female,3,1,laboratory technician,1,divorced,2576,3,no,16,3,2,1,8,5,3,5,2,1,2
37,0,travel_rarely,research & development,10,4,life sciences,3,male,3,2,manufacturing director,2,single,4197,2,yes,12,3,4,0,18,2,2,1,0,0,1
43,0,travel_rarely,research & development,12,3,life sciences,1,male,2,4,research director,2,divorced,14336,1,no,11,3,3,1,25,3,3,25,10,3,9
40,0,travel_rarely,research & development,2,3,medical,2,female,2,2,laboratory technician,3,married,3448,6,no,22,4,2,1,20,3,3,1,0,0,0
54,0,travel_rarely,research & development,5,2,medical,1,male,3,5,research director,1,married,19406,4,no,11,3,3,1,24,4,2,4,2,1,2
34,0,non-travel,sales,4,4,marketing,3,female,3,2,sales executive,3,married,6538,9,no,15,3,1,1,6,3,3,3,2,1,2
31,0,travel_rarely,research & development,7,2,medical,2,female,3,2,manufacturing director,1,married,4306,1,no,12,3,2,1,13,5,1,13,10,3,12
43,0,travel_frequently,research & development,21,3,medical,4,male,3,1,laboratory technician,4,married,2258,7,no,20,4,1,1,8,1,3,3,2,1,2
43,0,travel_rarely,research & development,8,4,other,3,female,3,2,healthcare representative,3,divorced,4522,4,yes,14,3,4,0,8,3,3,5,2,0,2
25,0,travel_rarely,sales,4,2,life sciences,2,female,2,2,sales executive,4,single,4487,1,yes,11,3,2,0,5,3,3,5,4,1,3
37,0,non-travel,research & development,25,5,medical,2,female,3,2,research scientist,3,married,4449,3,yes,15,3,1,2,15,2,3,13,11,10,7
31,0,travel_rarely,research & development,1,2,life sciences,4,male,2,1,laboratory technician,1,married,2218,1,no,12,3,3,1,4,3,3,4,2,3,2
39,0,travel_frequently,research & development,1,1,life sciences,2,male,3,5,manager,3,divorced,19197,1,yes,14,3,3,1,21,3,3,21,8,1,6
56,0,travel_frequently,sales,6,3,life sciences,3,female,4,4,sales executive,1,married,13212,9,no,11,3,4,3,36,0,2,7,7,7,7
30,0,travel_rarely,sales,12,3,technical degree,2,female,3,2,sales executive,3,single,6577,0,no,11,3,2,0,6,6,3,5,4,4,4
41,0,travel_rarely,sales,1,3,marketing,2,male,4,3,sales executive,1,married,8392,1,no,16,3,3,1,10,2,3,10,7,0,7
28,0,travel_rarely,research & development,17,2,medical,3,male,3,2,laboratory technician,1,divorced,4558,1,no,12,3,4,1,10,2,3,10,0,1,8
25,1,travel_rarely,research & development,3,3,medical,1,male,3,1,laboratory technician,1,married,4031,5,no,13,3,3,1,6,5,3,2,2,0,2
52,0,travel_rarely,research & development,3,3,medical,4,male,2,3,manufacturing director,3,married,7969,2,yes,14,3,3,0,28,4,3,5,4,0,4
45,0,travel_rarely,research & development,10,2,life sciences,1,male,3,1,research scientist,4,married,2654,3,no,21,4,4,2,8,3,2,2,2,0,2
52,0,travel_rarely,research & development,4,2,life sciences,4,female,3,4,manager,4,married,16555,2,no,13,3,4,0,31,2,1,5,2,1,4
42,0,travel_frequently,research & development,29,2,life sciences,1,female,3,2,research scientist,3,divorced,4556,2,no,11,3,2,1,19,3,3,5,4,0,2
30,0,travel_rarely,research & development,2,3,life sciences,3,female,1,2,manufacturing director,4,single,6091,2,no,20,4,3,0,11,2,3,5,4,0,2
60,0,travel_rarely,research & development,7,3,life sciences,1,female,3,5,manager,1,married,19566,5,no,11,3,4,0,33,5,1,29,8,11,10
46,0,travel_rarely,research & development,18,3,medical,3,female,3,2,manufacturing director,3,divorced,4810,2,no,14,3,3,1,19,5,2,10,7,0,8
42,0,travel_frequently,research & development,28,4,technical degree,4,female,2,2,healthcare representative,4,married,4523,0,no,11,3,4,3,7,4,4,6,5,0,4
24,1,travel_rarely,sales,1,1,technical degree,1,female,3,1,sales representative,2,single,3202,1,yes,16,3,2,0,6,4,3,5,3,1,4
34,1,travel_frequently,sales,6,2,marketing,4,female,1,1,sales representative,3,divorced,2351,0,no,16,3,4,1,3,3,2,2,2,1,0
38,0,travel_frequently,research & development,2,2,life sciences,4,male,3,1,laboratory technician,4,married,1702,1,yes,23,4,3,1,1,3,3,1,0,0,0
40,0,travel_rarely,sales,2,4,life sciences,3,female,3,5,manager,3,married,18041,0,no,14,3,4,0,21,2,3,20,15,1,12
26,0,travel_rarely,research & development,23,3,life sciences,1,female,3,1,research scientist,4,divorced,2886,1,no,22,4,2,2,3,3,1,3,2,0,2
30,0,non-travel,research & development,3,3,life sciences,3,male,3,1,laboratory technician,4,married,2097,4,no,15,3,3,1,9,3,1,5,3,1,4
29,0,travel_rarely,research & development,3,4,medical,2,male,2,3,research director,3,married,11935,1,no,18,3,3,0,10,2,3,10,2,0,7
29,1,travel_rarely,research & development,25,5,technical degree,3,female,2,1,research scientist,2,married,2546,5,no,16,3,2,0,6,2,4,2,2,1,1
19,1,travel_rarely,human resources,2,2,technical degree,1,male,2,1,human resources,4,single,2564,1,no,12,3,3,0,1,3,4,1,0,0,0
30,0,non-travel,sales,22,4,other,3,female,3,3,sales executive,1,married,8412,0,no,11,3,3,0,10,3,3,9,8,7,8
57,0,travel_rarely,sales,29,3,marketing,1,male,2,4,manager,4,divorced,14118,3,no,12,3,3,1,32,3,2,1,0,0,0
50,0,travel_rarely,research & development,29,4,life sciences,2,male,2,4,manager,3,married,17046,0,no,15,3,2,1,28,2,3,27,10,15,7
30,0,non-travel,research & development,2,3,medical,3,female,3,1,laboratory technician,4,single,2564,0,no,14,3,3,0,12,2,2,11,7,6,7
60,0,travel_frequently,sales,28,3,marketing,3,female,2,3,sales executive,1,married,10266,4,no,19,3,4,0,22,5,4,18,13,13,11
47,0,travel_rarely,research & development,2,2,medical,1,female,3,2,manufacturing director,4,divorced,5070,5,no,13,3,3,3,20,2,3,5,0,0,4
46,0,travel_rarely,research & development,2,3,life sciences,1,male,3,4,research director,3,married,17861,6,no,13,3,3,0,26,2,1,3,2,0,1
35,0,travel_rarely,research & development,22,3,life sciences,4,male,1,1,laboratory technician,3,single,4230,0,no,15,3,3,0,6,2,3,5,4,4,3
54,0,travel_rarely,research & development,8,4,life sciences,3,female,3,2,laboratory technician,3,single,3780,7,no,11,3,3,0,19,3,3,1,0,0,0
34,0,travel_rarely,research & development,2,4,life sciences,4,male,2,1,research scientist,3,divorced,2768,3,no,12,3,3,1,14,3,3,7,3,5,7
46,0,travel_rarely,sales,10,3,marketing,3,female,2,3,sales executive,4,married,9071,2,yes,19,3,3,1,15,3,3,3,2,1,2
31,0,travel_rarely,research & development,9,1,life sciences,3,male,3,3,manufacturing director,2,divorced,10648,1,no,25,4,4,1,13,6,4,13,8,0,8
33,1,travel_rarely,research & development,15,1,medical,2,male,3,3,manager,3,married,13610,7,yes,12,3,4,0,15,2,4,7,6,7,7
33,1,travel_rarely,research & development,10,1,medical,1,male,1,1,laboratory technician,4,divorced,3408,7,no,13,3,1,3,8,2,3,4,3,1,3
30,0,travel_rarely,sales,7,1,marketing,4,male,3,1,sales representative,2,single,2983,0,no,14,3,1,0,4,3,3,3,2,1,2
35,0,travel_rarely,research & development,16,3,life sciences,4,male,3,3,healthcare representative,3,married,7632,4,yes,12,3,3,0,10,2,3,8,7,0,0
31,1,travel_frequently,research & development,20,3,life sciences,1,male,3,3,healthcare representative,3,married,9824,3,no,12,3,1,0,12,2,3,1,0,0,0
34,1,travel_frequently,human resources,23,3,human resources,2,female,3,3,human resources,1,divorced,9950,9,yes,15,3,3,3,11,2,3,3,2,0,2
42,0,travel_frequently,research & development,5,2,other,2,male,3,1,laboratory technician,3,married,2093,4,no,17,3,4,1,8,4,3,2,2,2,0
36,0,non-travel,sales,10,4,medical,2,male,3,3,sales executive,4,single,9980,1,no,14,3,4,0,10,3,2,10,3,9,7
22,1,travel_frequently,research & development,4,1,technical degree,3,male,2,1,laboratory technician,3,single,3894,5,no,16,3,3,0,4,3,3,2,2,1,2
48,0,travel_rarely,sales,2,5,marketing,2,female,3,2,sales executive,4,married,4051,2,no,14,3,1,1,14,2,3,9,7,6,7
55,0,travel_rarely,sales,18,5,life sciences,1,female,3,4,manager,2,single,16835,3,no,23,4,4,0,37,2,3,10,9,7,7
41,0,non-travel,sales,10,2,life sciences,4,male,3,2,sales executive,4,single,6230,7,no,14,3,4,0,16,3,3,14,3,1,10
35,0,travel_rarely,sales,1,3,marketing,2,male,3,2,sales executive,3,married,4717,9,no,11,3,3,0,15,2,3,11,9,6,9
40,0,travel_rarely,research & development,6,3,life sciences,2,female,3,4,manufacturing director,3,single,13237,7,no,15,3,3,0,22,3,3,20,6,5,13
39,0,travel_frequently,research & development,8,1,life sciences,3,female,3,1,laboratory technician,3,married,3755,1,no,11,3,1,1,8,3,3,8,3,0,7
31,0,travel_rarely,sales,2,1,life sciences,2,male,3,2,sales executive,4,single,6582,4,yes,13,3,3,0,10,2,4,6,5,0,5
42,0,travel_rarely,research & development,24,3,medical,4,male,3,3,manufacturing director,1,married,7406,1,yes,21,4,4,1,10,5,2,10,9,5,8
45,0,travel_rarely,sales,2,3,other,4,male,3,2,sales executive,2,married,4805,0,no,19,3,2,1,9,3,4,8,7,3,7
26,1,travel_frequently,human resources,17,4,life sciences,2,female,3,1,human resources,3,divorced,2741,0,yes,11,3,2,1,8,2,2,7,7,1,0
29,0,travel_rarely,research & development,19,3,technical degree,4,male,3,2,manufacturing director,4,divorced,4262,4,no,12,3,2,2,8,2,4,3,2,1,2
33,0,travel_rarely,research & development,1,5,medical,1,female,4,4,research director,3,divorced,16184,4,no,19,3,3,1,10,2,3,6,1,0,5
31,0,travel_rarely,sales,7,3,life sciences,3,male,2,3,manager,4,divorced,11557,9,no,21,4,3,1,10,3,2,5,4,0,1
18,1,travel_frequently,sales,5,3,marketing,2,male,3,1,sales representative,2,single,1878,1,yes,14,3,4,0,0,3,3,0,0,0,0
40,0,non-travel,sales,28,3,other,3,male,1,3,sales executive,1,divorced,10932,3,no,15,3,3,1,20,2,3,1,0,0,1
41,0,non-travel,research & development,2,4,other,1,female,2,2,healthcare representative,3,single,6811,2,yes,17,3,1,0,10,3,3,8,7,0,7
26,0,travel_rarely,sales,29,2,medical,1,male,3,2,sales executive,3,divorced,4306,5,no,12,3,1,2,8,5,3,0,0,0,0
35,0,travel_rarely,sales,1,3,medical,1,female,3,2,sales executive,3,single,4859,1,no,16,3,4,0,5,3,3,5,4,0,3
34,0,travel_rarely,sales,21,4,life sciences,4,male,4,2,sales executive,4,single,5337,1,no,12,3,4,0,10,3,3,10,7,5,7
26,1,travel_rarely,research & development,24,3,technical degree,3,male,1,1,laboratory technician,4,single,2340,1,yes,18,3,2,0,1,3,1,1,0,0,0
37,0,travel_rarely,research & development,1,3,technical degree,2,female,3,3,manufacturing director,4,single,7491,4,no,17,3,4,0,12,3,4,6,5,1,2
46,0,travel_frequently,research & development,18,1,medical,1,female,3,3,healthcare representative,3,married,10527,5,no,11,3,4,0,28,3,2,2,2,1,2
41,0,travel_rarely,sales,2,5,life sciences,2,female,3,4,manager,1,married,16595,7,no,16,3,2,1,22,2,3,18,16,11,8
37,0,non-travel,sales,9,4,medical,1,male,3,3,sales executive,2,divorced,8834,1,no,13,3,4,1,9,6,3,9,5,7,7
52,0,travel_rarely,research & development,6,2,technical degree,4,male,3,2,research scientist,1,divorced,5577,3,yes,12,3,2,2,18,3,3,10,9,6,9
32,1,non-travel,sales,11,4,other,4,male,4,2,sales executive,3,married,4707,8,no,12,3,4,0,6,2,3,4,2,1,2
24,0,travel_frequently,sales,24,3,medical,4,male,3,1,sales representative,4,married,2400,0,no,13,3,3,2,3,3,3,2,2,2,1
38,0,travel_rarely,research & development,10,3,medical,3,female,3,2,healthcare representative,3,married,9824,3,no,19,3,3,1,18,4,3,1,0,0,0
37,0,travel_rarely,research & development,1,4,life sciences,2,female,3,2,manufacturing director,2,married,6447,6,no,12,3,2,1,8,2,2,6,5,4,3
49,0,travel_rarely,research & development,18,4,life sciences,4,male,2,5,research director,3,divorced,19502,1,yes,17,3,3,1,31,5,3,31,9,0,9
24,0,travel_rarely,research & development,23,3,medical,2,male,4,1,research scientist,4,married,2725,1,yes,11,3,2,2,6,3,3,6,5,1,4
26,0,travel_rarely,sales,28,2,marketing,1,male,3,2,sales executive,2,married,6272,1,no,20,4,4,2,6,5,4,5,3,1,4
24,0,travel_rarely,research & development,17,2,other,4,male,2,1,laboratory technician,2,married,2127,1,no,21,4,4,1,1,2,3,1,0,0,0
50,0,travel_frequently,human resources,3,3,medical,1,male,3,5,manager,2,married,18200,1,no,11,3,3,1,32,2,3,32,5,10,7
25,0,travel_rarely,sales,13,1,medical,2,male,3,1,sales representative,3,married,2096,1,no,11,3,3,0,7,1,3,7,4,0,6
24,1,travel_frequently,research & development,7,3,life sciences,1,female,3,1,laboratory technician,3,married,2886,1,yes,16,3,4,1,6,4,3,6,3,1,2
30,1,travel_frequently,sales,12,4,life sciences,2,male,2,1,sales representative,1,married,2033,1,no,18,3,3,1,1,2,4,1,0,0,0
34,0,travel_rarely,research & development,1,2,life sciences,2,male,2,1,research scientist,4,married,3622,1,yes,13,3,4,1,6,3,3,6,5,1,3
31,1,travel_rarely,sales,13,4,medical,2,male,3,2,sales executive,1,divorced,4233,2,no,17,3,3,0,9,2,1,3,1,1,2
35,0,travel_rarely,research & development,25,2,other,1,male,2,2,laboratory technician,4,single,3681,4,no,14,3,4,0,9,3,3,3,2,0,2
31,0,travel_rarely,sales,6,4,medical,1,male,4,2,sales executive,4,divorced,5460,4,no,22,4,4,2,13,4,4,7,7,5,7
27,0,travel_rarely,research & development,6,4,medical,1,female,2,1,research scientist,3,divorced,2187,0,no,12,3,3,2,6,5,2,5,3,0,3
37,0,travel_rarely,sales,2,3,marketing,4,male,3,2,sales executive,3,married,9602,4,yes,11,3,3,1,17,3,2,3,0,1,0
20,0,travel_rarely,research & development,1,3,life sciences,4,female,2,1,research scientist,2,single,2836,1,no,13,3,4,0,1,0,4,1,0,0,0
42,0,travel_rarely,research & development,2,4,life sciences,3,female,3,2,healthcare representative,4,married,4089,1,no,13,3,2,2,10,4,3,10,2,2,2
43,0,travel_rarely,research & development,6,4,other,2,male,2,4,research director,4,divorced,16627,4,yes,14,3,3,1,21,3,2,1,0,0,0
38,0,travel_rarely,research & development,1,1,life sciences,3,female,3,1,research scientist,1,single,2619,3,no,17,3,4,0,8,3,2,0,0,0,0
43,0,travel_frequently,research & development,9,5,medical,4,male,3,2,laboratory technician,3,divorced,5679,3,yes,13,3,2,1,10,3,3,8,7,4,7
48,0,travel_rarely,research & development,1,4,life sciences,4,female,2,4,manager,1,married,15402,7,no,11,3,1,1,21,3,1,3,2,0,2
44,0,travel_rarely,human resources,1,4,life sciences,1,female,2,2,human resources,3,single,5985,4,no,11,3,2,0,10,1,4,2,2,0,2
34,0,travel_rarely,sales,14,3,technical degree,3,female,3,1,sales representative,3,divorced,2579,1,yes,18,3,4,2,8,3,3,8,2,0,6
27,1,travel_rarely,sales,2,1,marketing,3,male,3,1,sales representative,1,divorced,3041,0,no,11,3,2,1,5,3,3,4,3,0,2
21,0,travel_rarely,sales,22,1,technical degree,3,male,3,1,sales representative,3,single,3447,1,no,11,3,3,0,3,2,3,3,2,1,2
44,0,travel_rarely,research & development,3,4,other,4,male,3,5,manager,4,married,19513,4,yes,12,3,1,1,26,2,4,2,2,0,1
22,0,travel_rarely,research & development,6,1,medical,1,male,3,1,research scientist,3,married,2773,0,no,20,4,4,0,3,3,3,2,2,2,2
33,0,travel_rarely,sales,8,4,marketing,3,male,3,2,sales executive,3,divorced,7104,0,no,12,3,4,0,6,3,3,5,0,1,2
32,0,travel_rarely,research & development,9,4,life sciences,1,female,3,2,research scientist,4,married,6322,1,yes,12,3,4,1,6,2,2,6,4,0,5
30,0,travel_frequently,research & development,3,3,medical,3,female,3,1,research scientist,3,divorced,2083,1,no,20,4,3,1,1,2,3,1,0,0,0
53,0,travel_rarely,sales,1,1,medical,4,female,3,2,sales executive,1,single,8381,7,no,20,4,4,0,18,2,4,14,7,8,10
34,0,travel_rarely,research & development,1,5,life sciences,2,male,3,1,research scientist,4,married,2691,1,no,12,3,4,1,10,4,2,10,9,8,8
45,1,travel_frequently,sales,26,4,life sciences,1,female,3,2,sales executive,1,married,4286,2,no,14,3,4,2,5,4,3,1,1,0,0
26,0,travel_rarely,research & development,6,3,life sciences,3,female,3,1,laboratory technician,4,married,2659,1,yes,13,3,3,1,3,2,3,3,2,0,2
37,0,travel_rarely,research & development,3,3,other,3,male,3,3,manufacturing director,3,married,9434,1,no,15,3,3,1,10,2,3,10,7,7,8
29,0,travel_rarely,sales,3,2,medical,2,female,3,2,sales executive,3,married,5561,1,no,14,3,1,1,6,5,2,6,0,1,2
35,0,travel_rarely,research & development,6,4,life sciences,2,male,1,2,research scientist,4,single,6646,1,no,13,3,2,0,17,3,3,17,11,11,8
33,0,travel_frequently,research & development,6,3,life sciences,3,male,3,2,healthcare representative,4,divorced,7725,3,no,23,4,3,1,15,2,1,13,11,4,7
54,0,travel_rarely,human resources,19,4,medical,3,male,3,3,human resources,2,married,10725,2,no,15,3,3,1,16,1,4,9,7,7,1
36,0,travel_rarely,research & development,9,2,medical,2,male,2,2,manufacturing director,2,divorced,8847,2,yes,11,3,3,1,13,2,3,3,2,0,2
27,0,travel_rarely,research & development,3,4,medical,1,male,2,1,research scientist,4,single,2045,0,no,13,3,4,0,5,0,3,4,2,1,1
20,1,travel_rarely,research & development,10,1,medical,4,male,3,1,research scientist,3,single,1009,1,yes,11,3,4,0,1,5,3,1,0,1,1
33,1,travel_frequently,research & development,3,3,life sciences,1,male,3,1,research scientist,1,single,3348,1,yes,11,3,1,0,10,3,3,10,8,9,7
35,0,non-travel,research & development,3,3,life sciences,3,male,2,1,laboratory technician,3,married,1281,1,no,18,3,3,2,1,3,3,1,0,0,0
23,0,travel_rarely,research & development,4,3,medical,1,male,4,1,research scientist,1,married,2819,2,no,16,3,1,1,5,3,4,3,2,0,2
25,0,travel_rarely,sales,8,3,life sciences,4,male,4,2,sales executive,2,married,4851,0,no,22,4,3,1,4,4,3,3,2,1,2
38,0,travel_rarely,sales,7,4,marketing,4,female,2,2,sales executive,4,single,4028,0,no,20,4,1,0,8,2,3,7,7,0,5
29,0,travel_frequently,research & development,1,4,life sciences,2,male,1,1,research scientist,4,divorced,2720,1,no,18,3,4,1,10,5,3,10,7,2,8
48,0,travel_rarely,sales,2,1,marketing,2,male,4,2,sales executive,2,married,8120,3,no,12,3,4,0,12,3,3,2,2,2,2
27,0,travel_frequently,sales,3,1,medical,4,female,4,2,sales executive,4,divorced,4647,1,yes,20,4,2,2,6,3,3,6,5,0,4
37,0,travel_rarely,research & development,10,2,life sciences,4,male,4,1,research scientist,4,single,4680,3,no,17,3,1,0,4,2,3,1,0,0,0
50,0,travel_rarely,research & development,28,1,medical,4,male,4,1,laboratory technician,3,married,3221,1,yes,11,3,3,3,20,3,3,20,8,3,8
34,0,travel_rarely,research & development,9,3,medical,4,female,2,3,healthcare representative,2,single,8621,1,no,14,3,2,0,9,3,4,8,7,7,7
24,1,travel_rarely,sales,3,2,life sciences,1,female,3,2,sales executive,3,single,4577,9,no,14,3,1,0,4,3,3,2,2,2,0
39,0,travel_rarely,research & development,2,4,technical degree,4,female,2,2,healthcare representative,3,single,4553,1,no,11,3,1,0,20,4,3,20,7,11,10
32,0,travel_rarely,sales,10,3,marketing,4,male,3,2,sales executive,4,single,5396,1,no,12,3,4,0,10,2,2,10,7,0,8
50,1,travel_frequently,sales,8,2,technical degree,2,male,3,2,sales executive,3,married,6796,3,yes,14,3,1,1,18,4,3,4,3,1,3
38,0,travel_rarely,research & development,1,4,life sciences,2,female,4,2,healthcare representative,4,single,7625,0,no,13,3,3,0,10,4,2,9,7,1,8
27,0,travel_rarely,research & development,1,2,life sciences,3,female,3,3,manufacturing director,1,married,7412,1,no,11,3,4,0,9,3,3,9,7,0,7
32,0,travel_rarely,research & development,3,2,life sciences,3,female,3,3,research director,4,single,11159,3,no,15,3,4,0,10,6,3,7,7,7,7
47,0,travel_rarely,sales,14,4,marketing,4,male,3,2,sales executive,1,single,4960,2,no,12,3,4,0,20,2,3,7,7,1,7
40,0,travel_frequently,sales,5,4,life sciences,4,male,2,3,sales executive,1,married,10475,5,yes,21,4,3,1,20,2,3,18,13,1,12
53,0,travel_rarely,research & development,7,3,life sciences,3,male,4,4,research director,3,married,14814,3,no,19,3,3,0,32,3,3,5,1,1,3
41,0,travel_rarely,human resources,10,4,human resources,2,male,2,5,manager,4,divorced,19141,3,no,15,3,2,3,23,2,2,21,6,12,6
60,0,travel_rarely,sales,16,4,marketing,1,male,3,2,sales executive,1,single,5405,8,no,14,3,4,0,10,1,3,2,2,2,2
27,0,travel_frequently,research & development,10,2,life sciences,4,male,3,3,manufacturing director,1,divorced,8793,1,no,21,4,3,2,9,4,2,9,7,1,7
41,0,travel_rarely,human resources,1,3,human resources,4,male,2,5,manager,3,married,19189,1,no,12,3,2,1,22,3,3,22,7,2,10
50,0,travel_rarely,sales,8,4,marketing,4,male,3,1,sales representative,2,married,3875,7,no,15,3,4,1,4,2,3,2,2,2,2
28,1,travel_rarely,research & development,1,2,life sciences,1,female,1,1,research scientist,2,single,2216,7,yes,13,3,4,0,10,4,3,7,7,3,7
36,0,non-travel,research & development,8,3,life sciences,1,female,4,3,research director,1,married,11713,9,no,14,3,1,1,10,2,3,8,7,0,5
38,0,travel_rarely,research & development,1,3,life sciences,3,female,3,3,manufacturing director,3,single,7861,4,yes,14,3,4,0,10,4,4,1,0,0,0
44,0,non-travel,research & development,24,3,medical,1,male,1,1,laboratory technician,3,single,3708,2,no,14,3,3,0,9,5,3,5,2,1,4
47,0,travel_frequently,sales,3,3,medical,4,female,3,4,sales executive,3,divorced,13770,9,yes,12,3,4,2,28,2,2,22,2,11,13
30,0,travel_rarely,sales,27,5,marketing,3,male,3,2,sales executive,4,divorced,5304,7,no,23,4,4,1,10,2,2,8,7,7,7
29,0,travel_rarely,sales,10,3,life sciences,3,male,3,1,sales representative,3,single,2642,1,no,11,3,3,0,1,6,3,1,0,0,0
